-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1984 through 12/31/2022 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                     MERRA-2 Surface Pressure (kPa) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
WS2M                   MERRA-2 Wind Speed at 2 Meters (m/s) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
GWETTOP                MERRA-2 Surface Soil Wetness (1) 
GWETPROF               MERRA-2 Profile Soil Moisture (1) 
GWETROOT               MERRA-2 Root Zone Soil Wetness (1) 
CLOUD_AMT              CERES SYN1deg Cloud Amount (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT     CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
-END HEADER-
PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PRECTOTCORR,1995,47.75,-87.25,0.0,0.0,0.0,0.0,2.64,0.0,1.05,0.0,5.27,5.27,0.0,5.27,0.0
PRECTOTCORR,1995,47.75,-87.75,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,5.27,5.27,0.0,4.22,0.0
PRECTOTCORR,1995,47.75,-88.25,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.53,4.75,5.27,0.0,2.11,0.0
PRECTOTCORR,1995,48.25,-83.75,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.0,5.27,5.27,0.0,0.0,0.0
PRECTOTCORR,1995,48.25,-84.25,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,5.27,5.27,0.0,0.0,0.0
PRECTOTCORR,1995,48.25,-84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27,5.27,0.0,0.0,0.0
PRECTOTCORR,1995,48.25,-85.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27,5.27,0.0,1.05,0.0
PRECTOTCORR,1995,48.25,-85.75,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,5.27,5.27,0.0,2.64,0.0
PRECTOTCORR,1995,48.25,-86.25,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.0,5.27,5.27,0.0,2.64,0.0
PRECTOTCORR,1995,48.25,-86.75,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,5.27,5.27,0.0,2.64,0.0
PRECTOTCORR,1995,48.25,-87.25,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,5.27,5.27,0.0,2.64,0.0
PRECTOTCORR,1995,48.25,-87.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22,5.27,0.0,1.58,0.0
PRECTOTCORR,1995,48.25,-88.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,5.27,0.0,0.0,0.0
PRECTOTCORR,1996,46.25,-83.75,0.0,0.0,0.0,5.27,0.0,2.64,5.27,0.0,5.27,5.27,0.0,5.27,2.64
PRECTOTCORR,1996,46.25,-84.25,0.0,0.0,0.0,5.27,0.0,2.64,5.27,0.0,5.27,5.27,0.0,3.16,0.53
PRECTOTCORR,1996,46.25,-84.75,0.0,0.0,0.0,5.27,0.0,2.64,5.27,0.0,5.27,3.69,0.0,2.64,0.0
PRECTOTCORR,1996,46.25,-85.25,2.11,0.0,0.0,5.27,0.0,3.69,5.27,0.0,5.27,3.69,0.0,1.58,0.0
PRECTOTCORR,1996,46.25,-85.75,4.75,0.0,0.0,5.27,0.0,5.27,5.27,0.0,4.75,4.75,0.0,0.0,0.0
PRECTOTCORR,1996,46.25,-86.25,2.64,0.0,0.0,5.27,0.0,5.27,5.27,0.0,2.64,2.64,0.0,0.0,0.0
PRECTOTCORR,1996,46.25,-86.75,2.64,0.0,0.0,5.27,0.0,5.27,5.27,0.0,0.53,0.53,0.0,0.0,0.0
PRECTOTCORR,1996,46.25,-87.25,4.22,0.0,0.0,5.27,0.0,5.27,5.27,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1996,46.25,-87.75,5.27,0.0,0.0,5.27,0.0,5.27,5.27,0.0,0.0,0.0,0.0,1.05,0.0
PRECTOTCORR,1996,46.25,-88.25,4.22,0.0,0.0,4.75,0.0,5.27,5.27,0.0,0.0,0.53,0.0,2.11,0.0
PRECTOTCORR,1996,46.75,-83.75,0.0,0.0,0.0,5.27,0.0,5.27,5.27,0.0,5.27,5.27,0.0,5.27,2.64
PRECTOTCORR,1996,46.75,-84.25,0.0,0.0,0.0,5.27,0.0,5.27,5.27,0.0,5.27,5.27,0.0,1.05,0.53
PRECTOTCORR,1996,46.75,-84.75,0.0,0.0,0.0,5.27,0.0,5.27,5.27,0.0,5.27,2.11,0.0,0.0,0.0
PRECTOTCORR,1996,46.75,-85.25,1.05,0.0,0.0,4.22,0.0,5.27,5.27,0.0,5.27,1.05,0.0,0.0,0.0
PRECTOTCORR,1996,46.75,-85.75,2.11,0.0,0.0,2.64,0.0,5.27,5.27,0.0,4.75,2.11,0.0,0.0,0.0
PRECTOTCORR,1996,46.75,-86.25,0.0,0.0,0.0,2.64,0.0,5.27,5.27,0.0,2.64,0.0,0.0,0.0,0.0
PRECTOTCORR,1996,46.75,-86.75,0.0,0.0,0.0,4.75,0.0,5.27,5.27,0.0,0.53,0.0,0.0,0.0,0.0
PRECTOTCORR,1996,46.75,-87.25,1.58,0.0,0.0,5.27,0.0,5.27,5.27,0.0,0.0,0.0,0.0,1.58,0.0
PRECTOTCORR,1996,46.75,-87.75,2.64,0.0,0.0,5.27,0.0,5.27,5.27,0.0,0.0,0.0,0.0,3.69,0.0
PRECTOTCORR,1996,46.75,-88.25,2.11,0.0,0.0,5.27,0.0,5.27,5.27,0.0,0.0,0.0,0.0,4.22,0.0
PRECTOTCORR,1996,47.25,-83.75,0.0,0.0,0.0,5.27,0.0,5.27,5.27,0.0,5.27,2.64,0.0,2.64,0.0
PRECTOTCORR,1996,47.25,-84.25,0.0,0.0,0.0,5.27,0.0,5.27,5.27,0.0,5.27,2.64,0.0,0.53,0.0
PRECTOTCORR,1996,47.25,-84.75,0.0,0.0,0.0,3.69,0.0,5.27,5.27,0.0,3.69,1.05,0.0,0.0,0.0
PRECTOTCORR,1996,47.25,-85.25,0.0,0.0,0.0,1.58,0.0,5.27,5.27,0.0,2.64,0.0,0.0,0.0,0.0
PRECTOTCORR,1996,47.25,-85.75,0.0,0.0,0.0,0.53,0.0,5.27,5.27,0.0,2.11,0.0,0.0,0.0,0.0
PRECTOTCORR,1996,47.25,-86.25,0.0,0.0,0.0,2.64,0.0,5.27,5.27,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1996,47.25,-86.75,0.0,0.0,0.0,2.64,0.0,5.27,5.27,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1996,47.25,-87.25,0.0,0.0,0.0,2.64,0.0,5.27,5.27,0.0,0.0,0.0,0.0,1.58,0.0
PRECTOTCORR,1996,47.25,-87.75,0.0,0.0,0.0,2.64,0.0,5.27,5.27,0.0,0.0,0.0,0.0,2.64,0.0
PRECTOTCORR,1996,47.25,-88.25,0.0,0.0,0.0,2.64,0.0,5.27,5.27,0.0,0.0,0.0,0.0,2.11,0.0
PRECTOTCORR,1996,47.75,-83.75,0.0,0.0,0.0,2.64,0.0,2.64,5.27,0.0,2.64,0.0,0.0,0.0,0.0
PRECTOTCORR,1996,47.75,-84.25,0.0,0.0,0.0,2.64,0.0,2.64,5.27,0.0,2.64,0.0,0.0,0.0,0.0
PRECTOTCORR,1996,47.75,-84.75,0.0,0.0,0.0,1.05,0.0,2.64,5.27,0.0,1.05,0.0,0.0,0.0,0.0
PRECTOTCORR,1996,47.75,-85.25,0.0,0.0,0.0,0.0,0.0,2.64,5.27,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1996,47.75,-85.75,0.0,0.0,0.0,0.53,0.0,3.16,5.27,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1996,47.75,-86.25,0.0,0.0,0.0,2.64,0.0,5.27,5.27,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1996,47.75,-86.75,0.0,0.0,0.0,0.53,0.0,5.27,5.27,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1996,47.75,-87.25,0.0,0.0,0.0,0.0,0.0,5.27,5.27,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1996,47.75,-87.75,0.0,0.0,0.0,0.0,0.0,5.27,5.27,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1996,47.75,-88.25,0.0,0.0,0.0,0.0,0.0,5.27,5.27,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1996,48.25,-83.75,0.0,0.0,0.0,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1996,48.25,-84.25,0.0,0.0,0.0,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1996,48.25,-84.75,0.0,0.0,0.0,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1996,48.25,-85.25,0.0,0.0,0.0,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1996,48.25,-85.75,0.0,0.0,0.0,0.0,0.0,0.53,5.27,0.0,0.0,0.53,0.0,0.0,0.0
PRECTOTCORR,1996,48.25,-86.25,0.0,0.0,0.0,0.0,0.0,2.64,5.27,0.0,0.0,2.64,0.0,0.0,0.0
PRECTOTCORR,1996,48.25,-86.75,0.0,0.0,0.0,0.0,0.0,4.75,5.27,0.0,0.0,2.64,0.0,0.0,0.0
PRECTOTCORR,1996,48.25,-87.25,0.0,0.0,0.0,0.0,0.0,5.27,5.27,0.0,0.0,1.05,0.0,0.0,0.0
PRECTOTCORR,1996,48.25,-87.75,0.0,0.0,0.0,0.0,0.0,5.27,5.27,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1996,48.25,-88.25,0.0,0.0,0.0,0.0,0.0,5.27,5.27,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,46.25,-83.75,0.0,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,46.25,-84.25,4.22,0.0,0.0,0.0,5.27,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,46.25,-84.75,5.27,0.0,0.0,0.0,3.69,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,46.25,-85.25,5.27,0.0,0.0,0.0,2.64,0.0,0.0,1.05,1.05,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,46.25,-85.75,5.27,0.0,0.0,0.0,2.64,0.0,0.0,2.64,2.64,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,46.25,-86.25,5.27,0.0,0.0,0.0,2.64,0.0,0.0,2.64,2.64,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,46.25,-86.75,5.27,0.0,0.0,0.0,2.64,0.0,0.0,2.64,0.53,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,46.25,-87.25,3.69,0.0,0.0,0.0,1.05,1.58,0.0,4.22,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,46.25,-87.75,2.64,0.0,0.0,0.0,0.0,1.58,0.0,5.27,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,46.25,-88.25,2.64,0.0,0.0,0.0,0.0,1.05,0.0,5.27,0.53,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,46.75,-83.75,0.0,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,46.75,-84.25,2.11,0.0,0.0,0.0,3.16,0.0,0.0,0.0,4.22,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,46.75,-84.75,2.64,0.0,0.0,0.0,1.05,0.0,0.0,0.0,3.69,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,46.75,-85.25,2.64,0.0,0.0,0.0,1.05,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,46.75,-85.75,3.16,0.0,0.0,0.0,2.64,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,46.75,-86.25,5.27,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,46.75,-86.75,5.27,0.0,0.0,0.0,2.64,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,46.75,-87.25,5.27,0.0,0.0,0.0,1.05,0.0,2.64,1.58,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,46.75,-87.75,5.27,0.0,0.0,0.0,0.0,0.0,1.58,2.64,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,46.75,-88.25,5.27,0.0,0.0,0.0,0.53,0.53,0.0,2.64,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,47.25,-83.75,0.0,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,47.25,-84.25,0.0,0.0,0.0,0.0,3.16,2.11,0.0,0.0,4.22,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,47.25,-84.75,0.0,0.0,0.0,0.0,1.05,1.05,0.0,0.0,5.27,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,47.25,-85.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,47.25,-85.75,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,47.25,-86.25,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,47.25,-86.75,4.75,0.0,0.0,0.0,0.0,0.0,4.22,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,47.25,-87.25,5.27,0.0,0.0,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,47.25,-87.75,5.27,0.0,0.0,0.0,0.0,0.0,3.16,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,47.25,-88.25,4.75,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,47.75,-83.75,0.0,0.0,0.0,0.0,5.27,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,47.75,-84.25,0.0,0.0,0.0,0.0,5.27,4.75,0.0,0.0,4.22,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,47.75,-84.75,0.0,0.0,0.0,0.0,3.69,3.69,0.0,0.0,3.69,1.58,0.0,0.0,0.0
PRECTOTCORR,1997,47.75,-85.25,0.0,0.0,0.0,0.0,1.58,1.58,0.0,0.0,1.58,1.58,0.0,0.0,0.0
PRECTOTCORR,1997,47.75,-85.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,47.75,-86.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,47.75,-86.75,2.11,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,47.75,-87.25,2.64,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,47.75,-87.75,2.64,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,47.75,-88.25,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,48.25,-83.75,0.0,0.0,0.0,0.0,2.64,5.27,0.0,0.0,0.0,2.64,0.0,0.0,0.0
PRECTOTCORR,1997,48.25,-84.25,0.0,0.0,0.0,0.0,4.75,5.27,0.0,0.0,4.22,2.64,0.0,0.0,0.0
PRECTOTCORR,1997,48.25,-84.75,0.0,0.0,0.0,0.0,5.27,5.27,0.0,0.0,2.11,2.64,0.0,0.0,0.0
PRECTOTCORR,1997,48.25,-85.25,0.0,0.0,0.0,0.0,3.16,3.16,0.0,0.0,0.0,1.58,0.0,0.0,0.0
PRECTOTCORR,1997,48.25,-85.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,48.25,-86.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,48.25,-86.75,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,48.25,-87.25,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,48.25,-87.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1997,48.25,-88.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1998,46.25,-83.75,0.0,0.0,5.27,0.0,0.0,2.64,0.0,2.64,5.27,2.64,0.0,0.0,0.0
PRECTOTCORR,1998,46.25,-84.25,0.0,0.0,5.27,0.0,0.0,2.64,0.0,0.53,5.27,0.53,0.0,0.0,0.0
PRECTOTCORR,1998,46.25,-84.75,0.0,0.0,5.27,0.0,0.0,1.05,0.0,0.0,3.69,0.0,0.0,0.0,0.0
PRECTOTCORR,1998,46.25,-85.25,0.0,0.0,5.27,0.0,0.0,1.05,0.0,0.0,2.64,0.0,1.05,0.0,0.0
PRECTOTCORR,1998,46.25,-85.75,0.0,0.0,5.27,0.0,0.0,3.16,0.0,0.0,2.64,0.0,2.64,0.0,0.0
PRECTOTCORR,1998,46.25,-86.25,0.0,0.0,5.27,0.0,0.0,5.27,0.0,0.0,2.64,0.0,2.64,0.0,0.0
PRECTOTCORR,1998,46.25,-86.75,0.0,0.0,5.27,0.0,0.0,5.27,0.0,0.0,2.64,0.0,0.53,0.0,0.0
PRECTOTCORR,1998,46.25,-87.25,0.0,0.0,3.69,0.0,0.0,5.27,0.0,1.58,1.05,0.0,0.0,0.0,0.0
PRECTOTCORR,1998,46.25,-87.75,0.0,0.0,2.64,0.0,0.0,5.27,0.0,3.69,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1998,46.25,-88.25,0.0,0.0,2.11,0.0,0.0,5.27,0.0,4.22,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1998,46.75,-83.75,0.0,0.0,5.27,0.0,0.0,5.27,0.0,2.64,5.27,0.0,2.64,0.0,0.0
PRECTOTCORR,1998,46.75,-84.25,0.0,0.0,5.27,0.0,0.0,5.27,0.0,0.53,5.27,0.0,2.64,2.11,0.0
PRECTOTCORR,1998,46.75,-84.75,0.0,0.0,5.27,0.0,0.0,3.69,0.0,0.0,3.69,0.0,1.05,1.05,0.0
PRECTOTCORR,1998,46.75,-85.25,0.0,0.0,4.22,0.0,0.0,3.69,0.0,0.0,2.64,0.0,1.05,0.0,0.0
PRECTOTCORR,1998,46.75,-85.75,0.0,0.0,2.64,0.0,0.0,5.27,0.0,0.0,2.64,0.0,2.64,0.0,0.0
PRECTOTCORR,1998,46.75,-86.25,0.0,0.0,2.64,0.0,0.0,5.27,0.0,0.0,2.64,0.0,2.64,0.0,0.0
PRECTOTCORR,1998,46.75,-86.75,0.0,0.0,2.64,0.0,0.0,5.27,0.0,0.0,2.64,0.0,0.53,0.0,0.0
PRECTOTCORR,1998,46.75,-87.25,0.0,0.0,1.05,0.0,0.0,5.27,0.0,1.58,1.05,0.0,0.0,0.0,0.0
PRECTOTCORR,1998,46.75,-87.75,0.0,0.0,0.0,0.0,0.0,5.27,0.0,2.64,0.0,0.0,1.05,0.0,0.0
PRECTOTCORR,1998,46.75,-88.25,0.0,0.0,0.53,0.0,0.0,5.27,0.0,2.11,0.0,0.0,2.11,0.0,0.0
PRECTOTCORR,1998,47.25,-83.75,0.0,0.0,2.64,0.0,0.0,5.27,0.0,2.64,5.27,0.0,5.27,0.0,0.0
PRECTOTCORR,1998,47.25,-84.25,0.0,0.0,4.75,0.0,0.0,5.27,0.0,0.53,5.27,0.0,5.27,2.11,0.0
PRECTOTCORR,1998,47.25,-84.75,0.0,0.0,3.69,0.0,0.0,5.27,0.0,0.0,2.11,0.0,2.11,1.05,0.0
PRECTOTCORR,1998,47.25,-85.25,0.0,0.0,1.58,0.0,0.0,5.27,0.0,0.0,0.0,0.0,1.05,1.05,0.0
PRECTOTCORR,1998,47.25,-85.75,0.0,0.0,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,2.64,2.11,0.0
PRECTOTCORR,1998,47.25,-86.25,0.0,0.0,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,2.64,0.0,0.0
PRECTOTCORR,1998,47.25,-86.75,0.0,0.0,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,2.64,0.0,0.0
PRECTOTCORR,1998,47.25,-87.25,0.0,0.0,1.58,0.0,0.0,5.27,0.0,0.0,0.0,0.0,2.64,1.58,0.0
PRECTOTCORR,1998,47.25,-87.75,0.0,0.0,2.64,0.0,0.0,5.27,0.0,0.0,0.0,0.0,3.69,1.58,0.0
PRECTOTCORR,1998,47.25,-88.25,0.0,0.0,3.16,0.0,0.0,5.27,0.0,0.0,0.0,0.0,4.22,0.53,0.0
PRECTOTCORR,1998,47.75,-83.75,0.0,0.0,0.0,0.0,0.0,5.27,0.0,2.64,5.27,0.0,5.27,0.0,0.0
PRECTOTCORR,1998,47.75,-84.25,0.0,0.0,2.11,0.0,0.0,5.27,0.0,2.64,5.27,0.0,3.16,0.0,0.0
PRECTOTCORR,1998,47.75,-84.75,0.0,0.0,1.05,0.0,0.0,5.27,0.0,1.05,2.11,0.0,1.05,0.0,0.0
PRECTOTCORR,1998,47.75,-85.25,0.0,0.0,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,1.05,1.05,0.0
PRECTOTCORR,1998,47.75,-85.75,0.0,0.0,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,2.64,2.11,0.0
PRECTOTCORR,1998,47.75,-86.25,0.0,0.0,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,2.64,0.0,0.0
PRECTOTCORR,1998,47.75,-86.75,0.0,0.0,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,2.64,0.0,0.0
PRECTOTCORR,1998,47.75,-87.25,0.0,0.0,1.58,0.0,0.0,3.69,0.0,0.0,0.0,0.0,2.64,1.58,0.0
PRECTOTCORR,1998,47.75,-87.75,0.0,0.0,2.64,0.0,0.0,3.69,0.0,0.0,0.0,0.0,3.69,1.58,0.0
PRECTOTCORR,1998,47.75,-88.25,0.0,0.0,2.64,0.0,0.0,5.27,0.0,0.0,0.0,0.53,4.75,0.53,0.0
PRECTOTCORR,1998,48.25,-83.75,0.0,0.0,0.0,0.0,0.0,5.27,0.0,5.27,5.27,0.0,2.64,0.0,0.0
PRECTOTCORR,1998,48.25,-84.25,0.0,0.0,0.0,0.0,0.0,5.27,0.0,5.27,5.27,0.0,0.53,0.0,0.0
PRECTOTCORR,1998,48.25,-84.75,0.0,0.0,0.0,0.0,0.0,5.27,0.0,3.69,2.11,0.0,0.0,0.0,0.0
PRECTOTCORR,1998,48.25,-85.25,0.0,0.0,0.0,0.0,0.0,4.22,0.0,1.58,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1998,48.25,-85.75,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1998,48.25,-86.25,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1998,48.25,-86.75,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1998,48.25,-87.25,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1998,48.25,-87.75,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,1.05,1.05,0.0,0.0
PRECTOTCORR,1998,48.25,-88.25,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,3.16,3.16,0.0,0.0
PRECTOTCORR,1999,46.25,-83.75,0.0,0.0,0.0,0.0,0.0,2.64,5.27,0.0,0.0,2.64,0.0,0.0,0.0
PRECTOTCORR,1999,46.25,-84.25,2.11,0.0,0.0,0.0,0.0,0.53,5.27,0.0,2.11,2.64,0.0,0.0,0.0
PRECTOTCORR,1999,46.25,-84.75,2.64,0.0,0.0,0.0,0.0,0.0,5.27,0.0,1.05,2.64,0.0,0.0,0.0
PRECTOTCORR,1999,46.25,-85.25,2.64,0.0,0.0,0.0,1.05,0.0,5.27,0.0,1.05,2.64,0.0,0.0,0.0
PRECTOTCORR,1999,46.25,-85.75,2.64,0.0,0.0,0.0,2.64,0.0,5.27,0.0,2.64,2.64,0.0,0.0,0.0
PRECTOTCORR,1999,46.25,-86.25,2.64,0.0,0.0,0.0,2.64,0.0,5.27,0.0,2.64,2.64,0.0,0.0,0.0
PRECTOTCORR,1999,46.25,-86.75,4.75,2.11,0.0,0.0,4.75,0.0,5.27,0.0,0.53,2.64,0.0,0.0,0.0
PRECTOTCORR,1999,46.25,-87.25,3.69,1.05,0.0,0.0,5.27,0.0,5.27,0.0,0.0,1.05,0.0,0.0,0.0
PRECTOTCORR,1999,46.25,-87.75,1.58,0.0,0.0,0.0,5.27,1.05,5.27,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1999,46.25,-88.25,0.0,0.0,0.0,0.0,5.27,2.64,5.27,0.0,0.0,0.0,0.0,0.0,0.0
PRECTOTCORR,1999,46.75,-83.75,0.0,0.0,0.0,0.0,0.0,2.64,5.27,2.64,2.64,5.27,0.0,0.0,0.0
PRECTOTCORR,1999,46.75,-84.25,2.11,0.0,0.0,0.0,0.0,0.53,5.27,2.64,4.75,5.27,0.0,0.0,0.0
PRECTOTCORR,1999,46.75,-84.75,4.22,1.58,0.0,0.0,0.0,0.0,5.27,2.64,3.69,5.27,0.0,0.0,0.0
PRECTOTCORR,1999,46.75,-85.25,5.27,2.64,0.0,0.0,1.05,0.0,5.27,1.58,3.69,5.27,0.0,0.0,0.0
PRECTOTCORR,1999,46.75,-85.75,5.27,2.11,0.0,0.0,3.16,0.0,5.27,0.0,5.27,5.27,0.0,0.0,0.0
PRECTOTCORR,1999,46.75,-86.25,5.27,0.0,0.0,0.0,5.27,0.0,5.27,0.0,5.27,5.27,0.0,0.0,0.0
